materia;nombre;creditos;id;dia;hora_inicio;minuto_inicio;hora_fin;minuto_fin;duracion;senhalizacion;edificio;capacidad;extension;area;tiene_movil_express;tipo_mobiliario;es_fijo;id;crn;semestre;numero_seccion;cupos;inscritos;disponibles;profesor1;profesor2;profesor3;id;curso;seccion;salon;franja
EGOB-3113;INTERNATIONAL DEVELOPMENT;3;29469;V;14;0;15;20;80;O_305;O_;62.0;5265.0;72,7;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-30965;30965;2018-01;1;10;7;3;HESSEL PHILIPP;;;34426;EGOB-3113;2018-01-30965;O_305;29469
EGOB-3113;INTERNATIONAL DEVELOPMENT;3;28326;I;14;0;15;20;80;O_305;O_;62.0;5265.0;72,7;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-30965;30965;2018-01;1;10;7;3;HESSEL PHILIPP;;;34427;EGOB-3113;2018-01-30965;O_305;28326
EGOB-3114;FINANZAS PUBLICAS Y PRESUPUEST;3;28553;V;8;0;9;20;80;G_102;G_;20.0;5502.0;48,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-30967;30967;2018-01;1;20;12;8;AVENDAÃO GARCIA NATASHA;;;34431;EGOB-3114;2018-01-30967;G_102;28553
EGOB-3114;FINANZAS PUBLICAS Y PRESUPUEST;3;28302;I;8;0;9;20;80;G_102;G_;20.0;5502.0;48,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-30967;30967;2018-01;1;20;12;8;AVENDAÃO GARCIA NATASHA;;;34432;EGOB-3114;2018-01-30967;G_102;28302
EGOB-3115;COMPORT. Y POLITICAS PUBLICAS;3;28280;I;9;30;10;50;80;C_107;C_;22.0;;42,9;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28265;28265;2018-01;1;20;14;6;HAM GONZALEZ ANDRES;;;34436;EGOB-3115;2018-01-28265;C_107;28280
EGOB-3115;COMPORT. Y POLITICAS PUBLICAS;3;28281;V;9;30;10;50;80;C_107;C_;22.0;;42,9;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28265;28265;2018-01;1;20;14;6;HAM GONZALEZ ANDRES;;;34437;EGOB-3115;2018-01-28265;C_107;28281
EGOB-3116;ANALISIS POLITICAS PUBLICAS;3;28301;L;8;0;9;20;80;AU_210;AU;18.0;5617.0;21,4;No;Pupitre universitario;Movil;2018-01-30968;30968;2018-01;1;15;11;4;GUTIERREZ RODRIGUEZ JUAN DAVID;;;34444;EGOB-3116;2018-01-30968;AU_210;28301
EGOB-3116;ANALISIS POLITICAS PUBLICAS;3;28622;J;8;0;9;20;80;AU_210;AU;18.0;5617.0;21,4;No;Pupitre universitario;Movil;2018-01-30968;30968;2018-01;1;15;11;4;GUTIERREZ RODRIGUEZ JUAN DAVID;;;34445;EGOB-3116;2018-01-30968;AU_210;28622
EGOB-3506;IMPLEM. POLIT. PUBLIC.COLOMBIA;3;28921;M;17;0;19;50;170;AU_301;AU;29.0;5619.0;29,4;No;Pupitre universitario;Movil;2018-01-26664;26664;2018-01;1;15;6;9;ZULETA GONZALEZ MARIA MARGARITA;;;34452;EGOB-3506;2018-01-26664;AU_301;28921
EGOB-4100;SEMINARIO DE POSTGRADO I;0;28302;I;8;0;9;20;80;ML_604;ML;81.0;1616.0;125,7;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13062;13062;2018-01;1;30;27;3;BASTIDAS BENAVIDES JHON ALEXANDER;;;34459;EGOB-4100;2018-01-13062;ML_604;28302
EGOB-4103;MICROECONOMÃA PARA ASUNTOS PÃB;4;28411;M;6;30;9;20;190;SD_715;SD;65.0;1109.0;140,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-24189;24189;2018-01;1;40;18;22;CASTRO RODRIGUEZ RAUL;;;34466;EGOB-4103;2018-01-24189;SD_715;28411
EGOB-4103;MICROECONOMÃA PARA ASUNTOS PÃB;4;28404;L;6;30;9;20;190;SD_715;SD;65.0;1109.0;140,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-24189;24189;2018-01;1;40;18;22;CASTRO RODRIGUEZ RAUL;;;34467;EGOB-4103;2018-01-24189;SD_715;28404
EGOB-4104;TECNICAS DE ANALISIS DE DATOS;4;34471;S;9;30;12;20;190;Q_405;Q_;70.0;;114,9;SI;Silla mÃ³vil y mesa fija;Fijo;2018-01-13064;13064;2018-01;1;48;27;21;HARKER ROA ARTURO;BUSTAMANTE AMAYA JUAN DANIEL;;34471;EGOB-4104;2018-01-13064;Q_405;34471
EGOB-4104;TECNICAS DE ANALISIS DE DATOS;4;32347;V;9;30;12;20;190;Q_405;Q_;70.0;;114,9;SI;Silla mÃ³vil y mesa fija;Fijo;2018-01-13064;13064;2018-01;1;48;27;21;HARKER ROA ARTURO;BUSTAMANTE AMAYA JUAN DANIEL;;34472;EGOB-4104;2018-01-13064;Q_405;32347
EGOB-4109;TÃCNICAS DE ANÃLISIS DATOS II;4;34471;S;9;30;12;20;190;AU_206;AU;44.0;5613.0;59,8;SI;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-13574;13574;2018-01;1;40;20;20;GOMEZ ECHEVERRY SANTIAGO;ALVAREZ ARANGO LUIS ESTEBAN;;34476;EGOB-4109;2018-01-13574;AU_206;34471
EGOB-4109;TÃCNICAS DE ANÃLISIS DATOS II;4;32347;V;9;30;12;20;190;AU_206;AU;44.0;5613.0;59,8;SI;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-13574;13574;2018-01;1;40;20;20;GOMEZ ECHEVERRY SANTIAGO;ALVAREZ ARANGO LUIS ESTEBAN;;34477;EGOB-4109;2018-01-13574;AU_206;32347
EGOB-4110;SEMINARIO DE POSTGRADO II;0;28302;I;8;0;9;20;80;ML_604;ML;81.0;1616.0;125,7;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10994;10994;2018-01;1;30;18;12;BASTIDAS BENAVIDES JHON ALEXANDER;;;34481;EGOB-4110;2018-01-10994;ML_604;28302
EGOB-4111;ANALISIS DE PROBLEMAS COLOMBIA;4;28404;L;6;30;9;20;190;Z_203;Z_;40.0;;72;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-30985;30985;2018-01;1;40;18;22;WEINTRAUB MICHAEL LEE;;;34488;EGOB-4111;2018-01-30985;Z_203;28404
EGOB-4113;SEMINARIO DE POSTGRADO III;0;28302;I;8;0;9;20;80;ML_604;ML;81.0;1616.0;125,7;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-11118;11118;2018-01;1;20;14;6;BASTIDAS BENAVIDES JHON ALEXANDER;;;34495;EGOB-4113;2018-01-11118;ML_604;28302
EGOB-4117;POLÃTICAS PÃBLICAS;4;28956;I;17;0;19;50;170;SD_716;SD;65.0;1105.0;140,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-30986;30986;2018-01;1;55;43;12;SANABRIA PULIDO PEDRO PABLO;GONZALEZ ARENAS MARIA ALEJANDRA;ERAZO QUINTERO WILMER ANDRES;34502;EGOB-4117;2018-01-30986;SD_716;28956
EGOB-4118;ESTRATEGIA Y LIDERAZGO EN LAS;4;30158;J;6;30;9;20;190;AU_203;AU;48.0;5610.0;59,8;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-30987;30987;2018-01;1;40;34;6;SALAS MUÃOZ DAVID FERNANDO;PRIETO SOLANO JAZMIN ALEJANDRA;;34509;EGOB-4118;2018-01-30987;AU_203;30158
EGOB-4201;EVALUACION DE POLITICAS PUBL.;4;29408;V;17;0;19;50;170;SD_205;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-30989;30989;2018-01;1;25;19;6;GARCIA JARAMILLO SANDRA;;;34516;EGOB-4201;2018-01-30989;SD_205;29408
EGOB-4817;CIUDAD REGIÃN, POLÃT. PÃBLICAS;4;30464;J;17;0;19;50;170;C_211;C_;22.0;;42,2;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-30997;30997;2018-01;1;20;18;2;ANGULO SALAZAR ROBERTO CARLOS;BATEMAN SERRANO ALFREDO JOSE;;34523;EGOB-4817;2018-01-30997;C_211;30464
EGOB-4822;IMPLEM. POLIT. PUBLIC.COLOMBIA;4;28921;M;17;0;19;50;170;AU_301;AU;29.0;5619.0;29,4;No;Pupitre universitario;Movil;2018-01-28684;28684;2018-01;1;15;16;-1;ZULETA GONZALEZ MARIA MARGARITA;;;34530;EGOB-4822;2018-01-28684;AU_301;28921
EINT-1000;COLOMBIA Y EL MUNDO;3;28622;J;8;0;9;20;80;R_113;R_;77.0;;83,5;No;Silla y superficie abatible fijas;Fijo;2018-01-29445;29445;2018-01;1;53;43;10;BORDA GUZMAN SANDRA PATRICIA;;;34537;EINT-1000;2018-01-29445;R_113;28622
EINT-1000;COLOMBIA Y EL MUNDO;3;28621;M;8;0;9;20;80;R_113;R_;77.0;;83,5;No;Silla y superficie abatible fijas;Fijo;2018-01-29445;29445;2018-01;1;53;43;10;BORDA GUZMAN SANDRA PATRICIA;;;34538;EINT-1000;2018-01-29445;R_113;28621
EINT-4201;MÃTODOS DE INVESTIGACIÃN;4;30158;J;6;30;9;20;190;AU_311;AU;19.0;5629.0;21,3;No;Pupitre universitario;Movil;2018-01-17717;17717;2018-01;1;12;2;10;GARCIA SANCHEZ MIGUEL;;;34542;EINT-4201;2018-01-17717;AU_311;30158
EMAT-4801;NOCIÃN DE CURRÃCULO EN MATEMÃT;4;34549;S;8;0;12;50;290;ML_516;ML;44.0;1618.0;121,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28540;28540;2018-01;1;32;27;5;GOMEZ GUZMAN PEDRO ALEJ;;;34549;EMAT-4801;2018-01-28540;ML_516;34549
EMAT-4801;NOCIÃN DE CURRÃCULO EN MATEMÃT;4;34549;S;8;0;12;50;290;ML_516;ML;44.0;1618.0;121,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28540;28540;2018-01;1;32;27;5;GOMEZ GUZMAN PEDRO ALEJ;;;34550;EMAT-4801;2018-01-28540;ML_516;34549
EMAT-4801;NOCIÃN DE CURRÃCULO EN MATEMÃT;4;34549;S;8;0;12;50;290;ML_516;ML;44.0;1618.0;121,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28540;28540;2018-01;1;32;27;5;GOMEZ GUZMAN PEDRO ALEJ;;;34551;EMAT-4801;2018-01-28540;ML_516;34549
EMAT-4802;ANÃLISIS DE CONTENIDO;5;34549;S;8;0;12;50;290;ML_516;ML;44.0;1618.0;121,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28541;28541;2018-01;1;28;27;1;GOMEZ GUZMAN PEDRO ALEJ;;;34552;EMAT-4802;2018-01-28541;ML_516;34549
EMAT-4802;ANÃLISIS DE CONTENIDO;5;34549;S;8;0;12;50;290;ML_516;ML;44.0;1618.0;121,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28541;28541;2018-01;1;28;27;1;GOMEZ GUZMAN PEDRO ALEJ;;;34553;EMAT-4802;2018-01-28541;ML_516;34549
EMAT-4802;ANÃLISIS DE CONTENIDO;5;34549;S;8;0;12;50;290;ML_516;ML;44.0;1618.0;121,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28541;28541;2018-01;1;28;27;1;GOMEZ GUZMAN PEDRO ALEJ;;;34554;EMAT-4802;2018-01-28541;ML_516;34549
EMAT-4803;ANÃLISIS COGNITIVO;4;34555;V;15;0;17;50;170;AU_107;AU;36.0;5605.0;46,3;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31350;31350;2018-01;1;3;2;1;PINZON RICAURTE ALVARO ANDRES;;;34555;EMAT-4803;2018-01-31350;AU_107;34555
EMAT-4804;ANÃLISIS DE INSTRUCCIÃN;5;34555;V;15;0;17;50;170;AU_302;AU;31.0;5620.0;37;No;Pupitre universitario;Movil;2018-01-31351;31351;2018-01;1;3;2;1;PINZON RICAURTE ALVARO ANDRES;;;34562;EMAT-4804;2018-01-31351;AU_302;34555
EMAT-4807;ANÃLISIS DE LA PLANIFICACIÃN;4;34549;S;8;0;12;50;290;SD_207;SD;24.0;;58,2;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-26684;26684;2018-01;1;20;18;2;PINZON RICAURTE ALVARO ANDRES;;;34569;EMAT-4807;2018-01-26684;SD_207;34549
EMAT-4807;ANÃLISIS DE LA PLANIFICACIÃN;4;34549;S;8;0;12;50;290;SD_207;SD;24.0;;58,2;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-26684;26684;2018-01;1;20;18;2;PINZON RICAURTE ALVARO ANDRES;;;34570;EMAT-4807;2018-01-26684;SD_207;34549
EMAT-4807;ANÃLISIS DE LA PLANIFICACIÃN;4;34549;S;8;0;12;50;290;SD_207;SD;24.0;;58,2;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-26684;26684;2018-01;1;20;18;2;PINZON RICAURTE ALVARO ANDRES;;;34571;EMAT-4807;2018-01-26684;SD_207;34549
EMAT-4808;INFORME FINAL;5;34549;S;8;0;12;50;290;SD_201;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-26685;26685;2018-01;1;24;18;6;PINZON RICAURTE ALVARO ANDRES;;;34572;EMAT-4808;2018-01-26685;SD_201;34549
EMAT-4808;INFORME FINAL;5;34549;S;8;0;12;50;290;SD_201;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-26685;26685;2018-01;1;24;18;6;PINZON RICAURTE ALVARO ANDRES;;;34573;EMAT-4808;2018-01-26685;SD_201;34549
EMAT-4808;INFORME FINAL;5;34549;S;8;0;12;50;290;SD_201;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-26685;26685;2018-01;1;24;18;6;PINZON RICAURTE ALVARO ANDRES;;;34574;EMAT-4808;2018-01-26685;SD_201;34549
FILO-1010;INTRODUCCION A LA FILOSOFIA;3;28310;J;11;0;12;20;80;O_105;O_;62.0;5254.0;72,7;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-10019;10019;2018-01;1;60;31;29;PAEZ PEÃUELA ANDRES;;;34575;FILO-1010;2018-01-10019;O_105;28310
FILO-1010;INTRODUCCION A LA FILOSOFIA;3;28309;L;11;0;12;20;80;O_105;O_;62.0;5254.0;72,7;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-10019;10019;2018-01;1;60;31;29;PAEZ PEÃUELA ANDRES;;;34576;FILO-1010;2018-01-10019;O_105;28309
FILO-1110B;ARISTOTELES;3;28281;V;9;30;10;50;80;O_105;O_;62.0;5254.0;72,7;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-29449;29449;2018-01;1;54;51;3;ARIZA RODRIGUEZ SERGIO REINEL;;;34580;FILO-1110B;2018-01-29449;O_105;28281
FILO-1110B;ARISTOTELES;3;28280;I;9;30;10;50;80;O_105;O_;62.0;5254.0;72,7;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-29449;29449;2018-01;1;54;51;3;ARIZA RODRIGUEZ SERGIO REINEL;;;34581;FILO-1110B;2018-01-29449;O_105;28280
FILO-1120B;DESCARTES;3;29469;V;14;0;15;20;80;Y_101;Y_;60.0;;96;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29450;29450;2018-01;1;54;50;4;GONZALEZ QUINTERO CATALINA;;;34585;FILO-1120B;2018-01-29450;Y_101;29469
FILO-1120B;DESCARTES;3;28326;I;14;0;15;20;80;Y_101;Y_;60.0;;96;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29450;29450;2018-01;1;54;50;4;GONZALEZ QUINTERO CATALINA;;;34586;FILO-1120B;2018-01-29450;Y_101;28326
FILO-1392A;FILOSOFIA COMO ARTE DE VIVIR;3;28357;V;11;0;12;20;80;C_105;C_;60.0;;86,7;si;Silla mÃ³vil y mesa fija;Fijo;2018-01-24211;24211;2018-01;1;54;52;2;ARIZA RODRIGUEZ SERGIO REINEL;;;34590;FILO-1392A;2018-01-24211;C_105;28357
FILO-1392A;FILOSOFIA COMO ARTE DE VIVIR;3;28342;I;11;0;12;20;80;C_105;C_;60.0;;86,7;si;Silla mÃ³vil y mesa fija;Fijo;2018-01-24211;24211;2018-01;1;54;52;2;ARIZA RODRIGUEZ SERGIO REINEL;;;34591;FILO-1392A;2018-01-24211;C_105;28342
FILO-1396B;HAPPIN. AND CARE OF THE SELF;3;28574;J;14;0;15;20;80;ML_606;ML;81.0;1612.0;125,7;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29452;29452;2018-01;1;74;13;61;MARRIN BRIAN PHILIP;;;34595;FILO-1396B;2018-01-29452;ML_606;28574
FILO-1396B;HAPPIN. AND CARE OF THE SELF;3;28573;M;14;0;15;20;80;ML_606;ML;81.0;1612.0;125,7;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29452;29452;2018-01;1;74;13;61;MARRIN BRIAN PHILIP;;;34596;FILO-1396B;2018-01-29452;ML_606;28573
FILO-2000;LOGICA 2;3;28590;V;12;30;13;50;80;ML_511;ML;61.0;1615.0;85,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29453;29453;2018-01;1;60;37;23;FORERO MORA JOSE ANDRES;;;34600;FILO-2000;2018-01-29453;ML_511;28590
FILO-2000;LOGICA 2;3;28470;L;12;30;13;50;80;ML_511;ML;61.0;1615.0;85,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29453;29453;2018-01;1;60;37;23;FORERO MORA JOSE ANDRES;;;34601;FILO-2000;2018-01-29453;ML_511;28470
FILO-2110;HEGEL;3;28606;J;9;30;10;50;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-29454;29454;2018-01;1;40;17;23;MARRIN BRIAN PHILIP;;;34605;FILO-2110;2018-01-29454;B_203;28606
FILO-2110;HEGEL;3;28661;M;9;30;10;50;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-29454;29454;2018-01;1;40;17;23;MARRIN BRIAN PHILIP;;;34606;FILO-2110;2018-01-29454;B_203;28661
FILO-2130;NIETZSCHE;3;28357;V;11;0;12;20;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-29455;29455;2018-01;1;40;35;5;QUINTANA PORRAS LAURA CRISTINA;;;34610;FILO-2130;2018-01-29455;B_203;28357
FILO-2130;NIETZSCHE;3;28342;I;11;0;12;20;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-29455;29455;2018-01;1;40;35;5;QUINTANA PORRAS LAURA CRISTINA;;;34611;FILO-2130;2018-01-29455;B_203;28342
FILO-2350B;PENSAMIENTO POLITIC.COLOMBIANO;3;28483;J;12;30;13;50;80;C_307;C_;60.0;;89,7;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29456;29456;2018-01;1;54;46;8;BARRERO GUZMAN TOMAS ANDRES;;;34615;FILO-2350B;2018-01-29456;C_307;28483
FILO-2350B;PENSAMIENTO POLITIC.COLOMBIANO;3;28470;L;12;30;13;50;80;C_307;C_;60.0;;89,7;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29456;29456;2018-01;1;54;46;8;BARRERO GUZMAN TOMAS ANDRES;;;34616;FILO-2350B;2018-01-29456;C_307;28470
FILO-2530;FILOSOFIA DEL LENGUAJE;3;28622;J;8;0;9;20;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-24221;24221;2018-01;1;53;42;11;BARRERO GUZMAN TOMAS ANDRES;;;34620;FILO-2530;2018-01-24221;B_203;28622
FILO-2530;FILOSOFIA DEL LENGUAJE;3;28301;L;8;0;9;20;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-24221;24221;2018-01;1;53;42;11;BARRERO GUZMAN TOMAS ANDRES;;;34621;FILO-2530;2018-01-24221;B_203;28301
FILO-3218;LA HERMEN DE HEIDEGG A GADAME;3;28280;I;9;30;10;50;80;AU_403;AU;36.0;5633.0;46,6;Si;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-29457;29457;2018-01;1;35;17;18;REY SALAMANCA SANTIAGO;;;34625;FILO-3218;2018-01-29457;AU_403;28280
FILO-3218;LA HERMEN DE HEIDEGG A GADAME;3;28281;V;9;30;10;50;80;AU_403;AU;36.0;5633.0;46,6;Si;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-29457;29457;2018-01;1;35;17;18;REY SALAMANCA SANTIAGO;;;34626;FILO-3218;2018-01-29457;AU_403;28281
FILO-3415;TUCÃDIDES: POLÃTICA Y GUERRA;3;28574;J;14;0;15;20;80;ML_512;ML;61.0;1621.0;92,2;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29458;29458;2018-01;1;40;7;33;CASTAÃEDA SALAMANCA FELIPE;;;34633;FILO-3415;2018-01-29458;ML_512;28574
FILO-3415;TUCÃDIDES: POLÃTICA Y GUERRA;3;28573;M;14;0;15;20;80;ML_512;ML;61.0;1621.0;92,2;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29458;29458;2018-01;1;40;7;33;CASTAÃEDA SALAMANCA FELIPE;;;34634;FILO-3415;2018-01-29458;ML_512;28573
FILO-3417;HANNAH ARENDT;3;28606;J;9;30;10;50;80;LL_104;LL;38.0;5079.0;38;SI;Pupitre universitario;Movil;2018-01-31232;31232;2018-01;1;21;17;4;QUINTANA PORRAS LAURA CRISTINA;;;34638;FILO-3417;2018-01-31232;LL_104;28606
FILO-3417;HANNAH ARENDT;3;28661;M;9;30;10;50;80;LL_104;LL;38.0;5079.0;38;SI;Pupitre universitario;Movil;2018-01-31232;31232;2018-01;1;21;17;4;QUINTANA PORRAS LAURA CRISTINA;;;34639;FILO-3417;2018-01-31232;LL_104;28661
FISI-1000;PREFISICA;3;28482;M;12;30;13;50;80;O_103;O_;121.0;5252.0;94;No;Silla y superficie abatible fijas;Fijo;2018-01-10220;10220;2018-01;1;90;35;55;GALAN ROJAS JORGE LUIS;;;34643;FISI-1000;2018-01-10220;O_103;28482
FISI-1000;PREFISICA;3;28483;J;12;30;13;50;80;O_103;O_;121.0;5252.0;94;No;Silla y superficie abatible fijas;Fijo;2018-01-10220;10220;2018-01;1;90;35;55;GALAN ROJAS JORGE LUIS;;;34644;FISI-1000;2018-01-10220;O_103;28483
FISI-1000C;COMPL. PREFISICA;0;34651;I;12;0;13;50;110;Z_103;Z_;35.0;;40,1;No;Pupitre universitario;Movil;2018-01-12287;12287;2018-01;2;23;17;6;FRAGA FLORES JORGE FERNANDO;;;34651;FISI-1000C;2018-01-12287;Z_103;34651
FISI-1000C;COMPL. PREFISICA;0;34658;V;12;0;13;50;110;SD_201;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-12733;12733;2018-01;3;23;18;5;MACIAS PINILLA DAVID FRANCISCO;;;34658;FISI-1000C;2018-01-12733;SD_201;34658
FISI-1002;INTRODUCCION A FISICA;1;34665;M;16;0;16;50;50;O_302;O_;56.0;5262.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-10433;10433;2018-01;1;50;26;24;GARCIA VARELA JOSE ALEJANDRO;OOSTRA VANNOPPEN BENJAMIN;FLOREZ BUSTOS CARLOS ANDRES;34665;FISI-1002;2018-01-10433;O_302;34665
FISI-1002;INTRODUCCION A FISICA;1;34666;J;16;0;16;50;50;O_302;O_;56.0;5262.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-10433;10433;2018-01;1;50;26;24;GARCIA VARELA JOSE ALEJANDRO;OOSTRA VANNOPPEN BENJAMIN;FLOREZ BUSTOS CARLOS ANDRES;34666;FISI-1002;2018-01-10433;O_302;34666
FISI-1003;COLOQUIO 1 DE FISICA;1;34673;L;16;0;17;50;110;B_202;B_;110.0;1440.0;154,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-10588;10588;2018-01;1;50;35;15;RAMIREZ ROJAS JUAN GABRIEL;;;34673;FISI-1003;2018-01-10588;B_202;34673
FISI-1005;COLOQUIO 2 DE FISICA;1;34673;L;16;0;17;50;110;O_303;O_;56.0;5263.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-10779;10779;2018-01;1;50;29;21;RAMIREZ ROJAS JUAN GABRIEL;;;34680;FISI-1005;2018-01-10779;O_303;34673
FISI-1012;FISICA BASICA 1;3;28482;M;12;30;13;50;80;ML_608;ML;117.0;1631.0;165,5;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10072;10072;2018-01;1;65;57;8;SALAZAR ROMERO ROBERT PAUL;;;34687;FISI-1012;2018-01-10072;ML_608;28482
FISI-1012;FISICA BASICA 1;3;28483;J;12;30;13;50;80;ML_608;ML;117.0;1631.0;165,5;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10072;10072;2018-01;1;65;57;8;SALAZAR ROMERO ROBERT PAUL;;;34688;FISI-1012;2018-01-10072;ML_608;28483
FISI-1012;FISICA BASICA 1;3;30065;M;17;0;18;20;80;B_402;B_;99.0;;186,1;No (es salas de computo tambiÃ©n);Silla mÃ³vil y mesa fija;Fijo;2018-01-19048;19048;2018-01;7;65;51;14;MENDOZA NAVAS LUIS MIGUEL;;;34695;FISI-1012;2018-01-19048;B_402;30065
FISI-1012;FISICA BASICA 1;3;29403;J;17;0;18;20;80;B_402;B_;99.0;;186,1;No (es salas de computo tambiÃ©n);Silla mÃ³vil y mesa fija;Fijo;2018-01-19048;19048;2018-01;7;65;51;14;MENDOZA NAVAS LUIS MIGUEL;;;34696;FISI-1012;2018-01-19048;B_402;29403
FISI-1012C;COMPL. FÃSICA BÃSICA 1;0;31837;J;17;0;18;50;110;C_210;C_;22.0;;42,6;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-23016;23016;2018-01;2;20;7;13;BURBANO ALDANA IVAN MAURICIO;;;34703;FISI-1012C;2018-01-23016;C_210;31837
FISI-1012C;COMPL. FÃSICA BÃSICA 1;0;31837;J;17;0;18;50;110;C_206;C_;22.0;;43,2;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31050;31050;2018-01;3;20;9;11;ALFONSO JEISON ESTIVENS;;;34710;FISI-1012C;2018-01-31050;C_206;31837
FISI-1012C;COMPL. FÃSICA BÃSICA 1;0;31837;J;17;0;18;50;110;C_108;C_;22.0;;40,2;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31055;31055;2018-01;4;20;16;4;NOGUERA POVEDA DANIEL FELIPE EDILBERTO;;;34717;FISI-1012C;2018-01-31055;C_108;31837
FISI-1012C;COMPL. FÃSICA BÃSICA 1;0;31647;J;14;0;15;50;110;C_212;C_;22.0;;42,8;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-23020;23020;2018-01;5;20;15;5;NOGUERA POVEDA DANIEL FELIPE EDILBERTO;;;34724;FISI-1012C;2018-01-23020;C_212;31647
FISI-1012C;COMPL. FÃSICA BÃSICA 1;0;31647;J;14;0;15;50;110;C_211;C_;22.0;;42,2;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-27814;27814;2018-01;6;20;10;10;BURBANO ALDANA IVAN MAURICIO;;;34731;FISI-1012C;2018-01-27814;C_211;31647
